번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
2365,개방화장실,㈜부흥에너지 평화주유소,서울특별시 양천구 안양천로 657(신정동),,N,1,3,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,06:30~22:30,,37.5058642,126.8707089,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2366,개방화장실,신정동주유소,서울특별시 양천구 안양천로 663(신정동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,05:00~24:00,,37.5063835,126.8711105,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2367,개방화장실,㈜삼표에너지 목동주유소,서울특별시 양천구 목동서로 129(목동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,06:00~24:00,,37.5321611,126.8755947,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2368,개방화장실,양천구주유소,서울특별시 양천구 국회대로 275(목동),,N,1,2,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,08:00~익일05:00,,37.5303709,126.8655194,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2369,개방화장실,목동주유소,서울특별시 양천구 목동중앙로 125(목동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,07:00~24:00,,37.5395766,126.8745367,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2370,개방화장실,"현대오일뱅크㈜직영목동 셀프주유소(구)",서울특별시 양천구 공항대로 648(목동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,05:00~23:30,,37.5467647,126.8769907,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2371,개방화장실,"현대오일뱅크㈜직영 양천현대셀프주유소",서울특별시 양천구 안양천로 1179(목동),,N,1,2,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5458594,126.8814423,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2372,개방화장실,지에스칼텍스(주)건지주유소,서울특별시 양천구 안양천로 1171(목동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,06:00~24:00,,37.5453228,126.8821684,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2373,개방화장실,형산석유㈜ 원주유소,서울특별시 양천구 남부순환로 408(신월동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5311498,126.8309958,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2374,개방화장실,목동주경기장,서울특별시 양천구 안양천로 939,,N,5,9,1,1,0,0,16,1,0,체육시설관리사업소(목동사업과),02-2640-3848,24시간,,37.5300930,126.8818961,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2375,개방화장실,목동야구장,서울특별시 양천구 안양천로 939,,N,3,2,1,1,0,0,9,1,0,체육시설관리사업소(목동사업과),02-2640-3848,24시간,,37.5300930,126.8818961,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2376,개방화장실,목동빙상장,서울특별시 양천구 안양천로 939,,N,32,46,1,1,0,0,33,1,0,와이키키(위탁업체),02-2649-8454,24시간,,37.5300930,126.8818961,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2021-12-31
2377,개방화장실,신월야구공원,서울특별시 양천구 남부순환로 64,,N,2,1,1,1,0,0,3,1,0,체육시설관리사업소(신월야구공원),02-2640-6408,07~18시,,-1,-1,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2021-12-31
2378,공중화장실,신목동역(9),서울특별시 양천구 목동중앙로 지하217  (목동),,N,3,4,0,0,0,2,11,0,0,서울시메트로9호선㈜,02-2656-0911,05~24시,,-1,-1,민간,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2379,개방화장실,서울에너지공사,서울특별시 양천구 목동서로20,,N,1,2,1,1,0,0,0,1,0,서울에너지공사,02-2640-5175,09:00~18:00,,37.5397543,126.8837878,공공기관,공공용시설,수세식,N,없음,Y,N,없음,,2021-12-31
2380,공중화장실,양천구청역(2),서울특별시 양천구 신정동 276-7 양천구청역,,N,5,4,0,0,0,1,10,0,0,서울교통공사,02-6110-2451,05~24시,,37.5125591,126.8657681,공공기관,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2381,공중화장실,신정네거리역(2),서울특별시 양천구 신정동 1231 신정네거리역,,N,4,5,0,0,0,0,9,0,0,서울교통공사,02-6110-2461,05~24시,,37.5183193,126.8536172,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2382,공중화장실,신정역(5),서울특별시 양천구 신정동 1090 신정역,,N,3,5,0,0,0,0,8,0,0,서울교통공사,02-6311-5191,05~24시,,37.5247226,126.8542899,공공기관,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2383,공중화장실,목동역(5),서울특별시 양천구 목동 926-3 목동역,,N,3,4,0,0,0,0,7,0,0,서울교통공사,02-6311-5201,05~24시,,37.5260126,126.8661748,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2384,공중화장실,오목교역(5),서울특별시 양천구 목동 406-30 오목교역,,N,2,6,0,0,0,0,5,0,0,서울교통공사,02-6311-5211,05~24시,,37.5246796,126.8740184,공공기관,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2385,공중화장실,노원교공중화장실,,노원구 상계동 1196-28,N,1,2,0,0,0,0,3,0,0,노원구 자원순환과,,24시간,2021-01,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2386,공중화장실,한천가로공원 공중화장실,,노원구 공릉1동 406-1,N,1,2,0,0,0,0,2,0,0,노원구 공원녹지과,051-310-4441,24시간,2020-01,35.18848,128.9904,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2387,공중화장실,공릉가로공원 공중화장실,,노원구 공릉1동 517-1,N,1,1,0,0,0,0,1,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2388,공중화장실,공릉동근린공원,,노원구 공릉동 63-1 일원,N,3,4,1,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2389,공중화장실,상계장암지구근린공원,,노원구 상계동 1200-1,N,1,1,0,0,0,0,1,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2390,공중화장실,벽운근린공원,,노원구 상계동 1266-1,N,1,2,1,0,0,0,1,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2391,공중화장실,상계근린공원,,노원구 상계동 620,N,2,2,1,0,0,0,4,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2392,공중화장실,삼들어린이공원,,노원구 상계동 623,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2393,공중화장실,산철쭉어린이공원,,노원구 상계동 625,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2394,공중화장실,종달새어린이공원,,노원구 상계동 636,N,1,1,0,1,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2395,공중화장실,햇빛어린이공원,,노원구 상계동 646,N,1,1,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2396,공중화장실,두루미어린이공원,,노원구 상계동 656-1,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2397,공중화장실,반디어린이공원,,노원구 상계동 665,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2398,공중화장실,민들레어린이공원,,노원구 상계동 667,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2399,공중화장실,달빛어린이공원,,노원구 상계동 670-1,N,1,1,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2400,공중화장실,꿈나무어린이공원,,노원구 상계동 679,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2401,공중화장실,온수근린공원,,노원구 상계동 686,N,1,2,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2402,공중화장실,온곡어린이공원,,노원구 상계동 692-1,N,1,1,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2403,공중화장실,채송화어린이공원,,노원구 상계동 737-1,N,1,1,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2404,공중화장실,기린어린이공원,,노원구 상계동 737-3,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2405,공중화장실,감나무어린이공원,,노원구 상계동 741-2,N,2,2,1,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2406,공중화장실,원터근린공원,,노원구 상계동 753-2,N,3,3,1,0,0,0,5,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2407,공중화장실,당현천근린공원,,노원구 상계동 762-1,N,1,2,1,0,1,0,4,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2408,공중화장실,우이천가로공원 공중화장실,,노원구 월계2동 861-3,N,1,2,0,0,0,0,1,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2409,공중화장실,한내근린공원,,노원구 월계동 1-1일원,N,3,2,1,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2410,공중화장실,각심어린이공원,,노원구 월계동 555,N,1,1,0,0,0,0,1,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2411,공중화장실,연지어린이공원,,노원구 월계동 564,N,2,2,1,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2412,공중화장실,양지근린공원,,노원구 중계동 362,N,2,2,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2413,공중화장실,달맞이근린공원,,노원구 중계동 500,N,1,1,0,1,1,1,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2414,공중화장실,중계근린공원,,노원구 중계동 507-3,N,2,3,0,0,0,0,5,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2415,공중화장실,등나무문화공원,,노원구 중계동 508,N,2,3,0,0,0,0,5,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2416,공중화장실,백합어린이공원,,노원구 중계동 514-4,N,3,3,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2417,공중화장실,국화어린이공원,,노원구 하계동 252-11,N,1,2,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-08-17
2418,공중화장실,충숙근린공원,,노원구 하계동 255,N,2,2,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2419,공중화장실,중평어린이공원,,노원구 하계동 271-1,N,1,3,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-08-17
2420,공중화장실,중현어린이공원,,노원구 하계동 272-1,N,2,2,0,1,0,1,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-08-17
2421,공중화장실,하계어린이공원,,노원구 하계동 273-3,N,3,2,0,1,1,1,4,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-08-17
2422,공중화장실,해바라기어린이공원,,노원구 하계동 277,N,2,2,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2423,공중화장실,한글비근린공원,,노원구 하계동 288-2,N,2,3,0,0,0,0,4,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2424,공중화장실,불암산 생태학습관,,노원구 한글비석로12길 37,N,2,4,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2425,공중화장실,목예원,,노원구 화랑로 606,N,1,1,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-08-17
2426,간이화장실,상계3.4동 은혜슈퍼 앞 공중화장실,,상계3.4동 산152-1번지 일대,N,1,1,0,0,0,0,0,0,0,노원구청 자원순환과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2427,간이화장실,상계3.4동 방범초소 공중화장실,,상계3.4동 산154-5,N,1,1,0,0,0,0,0,0,0,노원구청 자원순환과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2428,간이화장실,당현천변 공중화장실,,상계6.7동 759-1,N,2,2,1,0,0,0,3,1,0,노원구청 자원순환과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2429,공중화장실,중랑천변 창동교 공중화장실,,상계6.7동790-1번지 제방위,N,1,2,1,0,0,0,3,1,0,노원구청 자원순환과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2430,공중화장실,당고개공원 공중화장실,,상계동 113-2,N,2,3,0,0,1,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,Y,여자화장실,,2022-08-17
2431,공중화장실,중랑천변 녹천교 공중화장실,,상계동 770-5번지 하천 제방위,N,1,2,1,0,0,0,2,1,0,노원구청 자원순환과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2432,간이화장실,중랑천 워터파크 공중화장실,,상계동 770-6호외 (중랑천 녹천교 앞),N,6,4,0,0,0,0,8,0,0,노원서비스공단 체육사업팀,,24시간,,-1,-1,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-08-17
2433,공중화장실,허브공원 공중화장실,,상계동 94-336,N,1,2,0,0,0,0,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2434,공중화장실,수락산 유아숲 공중화장실,,상계동 산 155-1,N,1,1,0,1,1,1,2,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2435,간이화장실,동막골 족구장 공중화장실,,상계동 산 155-15,N,1,1,0,0,0,0,1,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
2436,공중화장실,불암산 넒은 마당 공중화장실,,상계동 산 164-9,N,2,2,0,0,1,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,Y,여자화장실,,2022-08-17
2437,공중화장실,수락산 노원굴 공중화장실,,상계동 산 62-3,N,1,3,0,1,1,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,Y,여자화장실,,2022-08-17
2438,공중화장실,수락산 동막골 공중화장실,,상계동 산155-1,N,2,3,0,0,0,0,3,0,0,노원구 공원녹지과,,24시간,,-1,-1,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-08-17
